Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE pronostica afectación de 231 MW durante pico nocturno de este jueves,2023-11-30 09:22:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de generación y altas transferencia hacia la zona centro oriental desde las 4:09 p.m. hasta las 7:20 p.m. La máxima afectación fue de 298 MW a las 6:10 p.m., coincidente con la hora pico. La disponibilidad del SEN a las 7 a.m. es de 2 300 MW y la demanda, 1 890 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería la unidad 8 de la CTE Mariel, la unidad 5 de la CTE Nuevitas, las unidades 3 y 6 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (269 MW). En la generación distribuida, no están disponibles por avería 804 MW y en mantenimiento 127 MW. Para el pico se estima la entrada de 109 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la entrada de la unidad 8 de la CTE Mariel, con 60 MW, la unidad 3 de la CTE Rente, con 70 MW y la entrada de 6 motores en la generación móvil de Melones (100 MW). Con este pronóstico, se estima para la hora pico nocturna de este jueves una disponibilidad de 2 639 MW y una demanda máxima de 2 800 MW, para un déficit de 161 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 231 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/11/30/une-pronostica-afectacion-de-231-mw-durante-pico-nocturno-de-este-jueves/
Unión Eléctrica pronostica una afectación de 354 MW en el horario pico nocturno,2023-11-29 09:50:00,"La disponibilidad del SEN a las 07:00 horas era de 2 380 MW y la demanda, de 2 020 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno, según el parte diario de la UNE. Están fuera de servicio por avería la unidad 5 de la CTE Nuevitas, las unidades 3 y 6 de la CTE Rente y la unidad 2 de la CTE Felton. En mantenimiento, la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (261 MW). En la generación distribuida, no están disponibles por avería 813 MW y en mantenimiento 127 MW. Para el pico se estima la entrada de 80 MW en la generación distribuida en motores que están en mantenimiento y se autoriza su uso, y de dos motores en la generación móvil de Melones (36 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2 496 MW y una demanda máxima de 2 780 MW, para una déficit de 284 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 354 MW en este horario . En el día de ayer se afectó el servicio por déficit de capacidad de generación en la zona centro oriental desde las 15:59 hasta las 19:42 horas (tiempo de afectación: tres horas y 43 minutos). La máxima afectación fue de 369 MW a las 18:00 horas, coincidente con la hora pico.","Apagones, Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/11/29/union-electrica-pronostica-una-afectacion-de-354-mw-en-el-horario-pico-nocturno/
Unión Eléctrica pronostica una afectación de 333 MW en el horario pico nocturno de este martes,2023-11-28 08:23:00,"Foto: ACN/Archivo La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 17:20 horas de la tarde hasta las 19:03 horas, con un tiempo de afectación 01:43 minutos. La máxima afectación fue de 286 MW a las 18:10 horas, coincidiendo con el horario pico. La disponibilidad del SEN a las 07:00 horas de este martes es de 2300 MW y la demanda 2050 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería la unidad 8 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas, la unidad 3 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (270 MW), mientras que en la generación distribuida están indisponibles por avería 803 MW y en mantenimiento 130 MW. Para el pico se estima la entrada de 131 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la entrada de la unidad 3 de la CTE Santa Cruz con 60 MW, la entrada de la unidad 8 de CTE Mariel con 60 MW (en proceso de arranque) y la entrada de 2 motores en la Generacion Móvil de Melones (36 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2587 MW y una demanda máxima de 2850 MW, para un déficit de 263 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 333 MW en este horario. (Con información de la UNE)","Apagones, Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2023/11/28/union-electrica-pronostica-una-afectacion-de-333-mw-en-el-horario-pico-nocturno-de-este-martes/
Unión Eléctrica estima una afectación de 213 MW en el horario pico nocturno de este viernes,2023-11-24 08:49:00,"Foto: Archivo/CD. La Unión Eléctrica de Cuba informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 16:30 horas de la tarde hasta las 19:05 horas, con una afectación de dos horas y 35 minutos aproximadamente. La máxima afectación fue de 263 MW, a las 18:10 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas de este viernes es de 2420 MW y la demanda 2000 MW, con todo el sistema en servicio. No se estiman afectaciones por déficit de capacidad de generación durante el horario diurno. La Unión Eléctrica informó, además, que se encuentran fuera de servicio por avería las unidades 3 y 5 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz y al unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (377 MW), mientras que en la generación distribuida están indisponibles por avería 808 MW y en mantenimiento 130 MW. Para el horario pico nocturno se estima la entrada de 71 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la entrada de la unidad 5 de la CTE Rente (70 MW), la entrada de la unidad de Energas Puerto Escondido con 20 MW, el completamiento de la unidad 3 de la CTE Cienfuegos (90 MW) y la entrada de 2 motores en la Generacion Móvil de Melones (36 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2707 MW y una demanda máxima de 2850 MW, para una déficit de 143 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 213 MW en este horario. (Con información de la UNE)","Apagones, Combustibles, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/11/24/union-electrica-estima-una-afectacion-de-213-mw-en-el-horario-pico-nocturno-de-este-viernes/
Unión Eléctrica estima afectación de 269 MW en horario pico de este jueves,2023-11-23 08:59:00,"Foto: Archivo CD. La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 17:27 horas de la tarde hasta las 18:58 horas (tiempo de afectación 01:31 horas). La máxima afectación fue de 176 MW, a las 18:20 horas coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2300 MW y la demanda 1970 MW, con todo el sistema con servicio. N o se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería las unidades 2 y 3 de la CTE Santa Cruz, las unidades 3 y 5 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (226 MW). En la generación distribuida, están indisponibles por avería 778 MW y en mantenimiento 129 MW. Para el pico se estima la entrada de 141 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la entrada de las unidades 2 y 3 de la CTE Santa Cruz (130 MW), la entrada de la unidad de Energas Puerto Escondido con 20 MW y la entrada de 4 motores en la Generacion Móvil de Melones (60 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2651 MW y una demanda máxima de 2850 MW, para un déficit de 199 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 269 MW en este horario.","Apagones, Combustibles, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/11/23/union-electrica-estima-afectacion-de-269-mw-en-horario-pico-de-este-jueves/
UNE estima afectación de 253 MW en horario pico de este miércoles,2023-11-22 09:08:00,"Termoeléctrica Antonio Guiteras. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 17:00 horas de la tarde hasta las 18:42 horas (tiempo de afectación 01:42 horas). La máxima afectación fue de 170 MW, a las 18:10 horas coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2380 MW y la demanda 1950 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería la unidad 3 de la CTE Santa Cruz, las unidades 3 y 5 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz y al unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (251 MW). En la generación distribuida, están indisponibles por avería 785 MW y en mantenimiento 129 MW. Para el pico se estima la entrada de 122 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la entrada de la unidad 3 de la CTE Santa Cruz con 60 MW, la entrada de la unidad 3 de Energas Varadero y el completamiento del ciclo combinado (45 MW) y la entrada de 4 motores en la generación móvil de Melones (60 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2667 MW y una demanda máxima de 2850 MW, para una déficit de 183 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 253 MW en este horario. (Tomado de la Unión Eléctrica)","Apagones, Combustibles, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/11/22/une-estima-afectacion-de-253-mw-en-horario-pico-de-este-miercoles/
UNE estima una afectación de 280 MW en horario nocturno de este martes,2023-11-21 09:49:00,"La Unión Eléctrica pronostica una afectación de 280 MW en horario nocturno de este martes 21 de noviembre, según informó la empresa en sus canales oficiales. Se estima para la hora pico una disponibilidad de 2590 MW y una demanda máxima de 2800 MW, para un déficit de 210 MW, por lo que de mantenerse las condiciones previstas se prevé una afectación de 280 MW en este horario. La disponibilidad del SEN a las 07:00 horas es de 2380 MW y la demanda 1900 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería la unidad 3 de la CTE Santa Cruz, la unidad 3 de la CTE Renté y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz y a la unidad 1 de la CTE Felton. Se mantienen las limitaciones en la generación térmica (330 MW). En la generación distribuida, están indisponibles por avería 803 MW y en mantenimiento 123 MW. Para el pico se estima la entrada de 115 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso y la entrada de 6 motores en la Generación Móvil de Melones (95 MW). En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 17:40 horas de la tarde hasta las 18:55 horas (tiempo de afectación 01:15 horas). La máxima afectación fue de 122 MW, a las 18:10 horas coincidentes con la hora pico. (Con información de la UNE)","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/11/21/une-estima-una-afectacion-de-280-mw-en-horario-nocturno-de-este-martes/
UNE pronostica afectación de 84 MW en el pico nocturno tras salida de Felton por mantenimiento,2023-11-20 09:32:00,"Termoeléctrica Lidio Ramón Pérez, de Felton1. Foto: ACN. En el día de ayer no se afectó el servicio por déficit de capacidad de generación. La disponibilidad del Sistema Eléctrico Nacional a las 07:00 horas es de 2540 MW y la demanda 1850 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería la unidad 3 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Santa Cruz. En el horario de la mañana se sacará de servicio la unidad 1 de la CTE Felton para mantenimiento por 13 días. Se mantienen las limitaciones en la generación térmica (379 MW). En la generación distribuida, están indisponibles por avería 799 MW y en mantenimiento 122 MW. Para el pico se estima la entrada de 128 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la recuperación de 50 MW en centrales de generación distribuida y la entrada de 4 motores en la Generación Móvil de Melones (68 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2786 MW y una demanda máxima de 2800 MW, para una déficit de 14 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de u este horario. (Con información de la Unión Eléctrica)","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/11/20/une-pronostica-afectacion-de-84-mw-en-el-pico-nocturno-tras-salida-de-felton-por-mantenimiento/
Unión Eléctrica prevé disminución del déficit por capacidad de generación: 155 MW en el horario pico,2023-11-16 08:42:00,"Termoeléctrica Guiteras. Foto: Archivo. La Unión Eléctrica informa que en el dia de ayer se afectó el servicio por déficit de capacidad generadora desde las 16:17 horas hasta las 19:16 horas de la noche. La máxima afectación fue de 268 MW, a las 18:00 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2340 MW y la demanda 2020 MW, con todo el sistema con servicio. No se estima afectación por déficit de capacidad de generación durante el horario diurno. Se encuentran fuera de servicio por avería las unidades 3 y 6 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Santa Cruz. Se mantienen las limitaciones en la generación térmica (345 MW). En la generación distribuida, están indisponibles por avería 839 MW y en mantenimiento 124 MW. Para el pico se estima la entrada de 95 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso, la recuperación de 100 MW en centrales de generación distribuida, la entrada de 6 motores en la Generacion Móvil de Melones (95 MW) y la entrada de la unidad 6 de la CTE Rente con 65 MW (en proceso de arranque). Con este pronóstico, se estima para la hora pico una disponibilidad de 2695 MW y una demanda máxima de 2780 MW, para un déficit de 85 MW , por lo que de mantenerse las condiciones previstas se pronostica una afectación de 155 MW en este horario. (Con información de la Unión Eléctrica)","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",8,http://www.cubadebate.cu/noticias/2023/11/16/union-electrica-preve-disminucion-del-deficit-por-capacidad-de-generacion-155-mw-en-el-horario-pico/
UNE estima afectación de 462 MW durante pico nocturno de este martes,2023-11-14 09:27:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN/ Archivo. La Unión Eléctrica estima para la hora pico nocturna de este martes una disponibilidad de 2 658 MW y una demanda máxima de 3 050 MW, para un déficit de 392 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 462 MW en este horario. La disponibilidad del SEN a las 7 a.m. es de 2 310 MW y la demanda, 2 100 MW, con todo el sistema con servicio, se estima que se comience a afectar el servicio por déficit de capacidad de generación a partir de las 8 a.m., con un máximo de 400 MW en el día. Están fuera de servicio por avería la unidad 3 de la CTE Renté y la 2 de la Felton. Se encuentran en mantenimiento la 5 de la Mariel y la 1 de la Santa Cruz. Se mantienen las limitaciones en la generación térmica (354 MW). En la generación distribuida, no están disponibles por avería 829 MW y en mantenimiento 126 MW. Para el pico se estima la entrada de 17 MW en la generación distribuida, en motores que se encuentran en mantenimiento y se autoriza su uso, la recuperación de 120 MW en centrales de generación distribuida que están fuera por combustible, la entrada de cuatro motores en la generación móvil de Melones (60 MW), la entrada de la generación móvil de Regla, con 51 MW, y la entrada de 100 MW en la CDE de Moa. En el día de ayer las afectaciones al servicio por déficit de capacidad de generación se mantuvieron durante todo el día. El servicio quedo restablecido a las 8:41 p.m. de la noche de ayer. En el horario pico la máxima afectación fue de 692 MW, a las 6:30 p.m., no coincidiendo con la hora pico.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",11,http://www.cubadebate.cu/noticias/2023/11/14/une-estima-afectacion-de-462-mw-durante-pico-nocturno-de-este-martes/
Unión Eléctrica prevé déficit para este lunes: 785 MW en el horario pico nocturno,2023-11-13 09:11:00,"En el día de ayer las afectaciones al servicio por déficit de capacidad de generación comenzaron a las 06:20 horas de la mañana , la máxima afectación en el horario diurno fue de 581 MW a las 11:35 horas. En el horario pico la máxima afectación fue de 685 MW, a las 18:10 horas. La disponibilidad del SEN a las 07:00 horas es de 2000 MW y la demanda 2200 MW, con 230 MW afectados por déficit de capacidad, se estima que la afectación se mantenga durante todo el dia, con un máximo de 600 MW en el horario del dia. Se encuentran fuera de servicio por avería la unidad 5 de la CTE Diez de Octubre y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Santa Cruz. Se mantienen las limitaciones en la generación térmica (423 MW). En la generación distribuida, están indisponibles por avería 838 MW y en mantenimiento 130 MW. Se encuentra fuera de servicio por combustible 76 centrales con 944 MW, de ellos 75 MW en la Generación Móvil de Melones (se descarga el combustible, se operan 5 motores en el horario diurno y continuarán incorporando motores según disponibilidad de combustible), 52 MW en la Generación Móvil de Regla, 113 MW en la CDE Moa (se tomaron muestra del combustible para transportarlo vía aérea hacia La Habana, para realizarle el análisis físico químico) y 98 MW en la Generación Móvil de Santiago de Cuba (se estima que tenga combustible disponible el martes 14 de noviembre). El tren con el diésel para Camagüey sale de Cienfuegos hoy al mediodía teniendo disponible combustible el martes . El tren con el diésel de la región oriental está a la espera de la carga en Cienfuegos. Para el pico se estima la recuperación de 100 MW en centrales de generación distribuida que están fuera por combustible, la entrada de cinco motores en la Generación Móvil de Melones con 75 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 20 MW y la entrada de la unidad 5 de la CTE Diez de Octubre con 90 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2285 MW y una demanda máxima de 3000 MW, para un déficit de 715 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 785 MW en este horario.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",14,http://www.cubadebate.cu/noticias/2023/11/13/union-electrica-preve-deficit-para-este-lunes-785-mw-en-el-horario-pico-nocturno/
Unión Eléctrica prevé elevado déficit para este domingo: 1070 MW en el horario pico nocturno,2023-11-12 08:52:00,"Termoeléctrica Antonio Guiteras. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad durante las 24 horas , se restableció el servicio hoy a las 03:14 y se comenzó a retirar nuevamente a las 06:20. La máxima afectación en el horario de la noche fue de 1168 MW , a las 18:30 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2000 MW y la demanda 2150 MW, con 150 MW afectados por déficit de capacidad, se estima que la afectación se mantenga durante todo el día, con un máximo de 600 MW en el horario del día. Se encuentran fuera de servicio por avería la unidad 5 de la CTE Diez de Octubre y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Santa Cruz. Se mantienen las limitaciones en la generación térmica (374 MW). En la generación distribuida, están indisponibles por avería 829 MW y en mantenimiento 134 MW. Para el pico se estima la recuperación de 100 MW en centrales de generación distribuida. Con este pronóstico, se estima para la hora pico una disponibilidad de 2100 MW y una demanda máxima de 3100 MW, para un déficit de 1000 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1070 MW en este horario.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",51,http://www.cubadebate.cu/noticias/2023/11/12/union-electrica-preve-elevado-deficit-para-este-domingo-1070-mw-en-el-horario-pico-nocturno/
La Unión Eléctrica estima una afectación de 925 MW para el horario pico nocturno,2023-11-11 08:26:00,"La Unión Eléctrica estima para la hora pico nocturna una disponibilidad de 2 245 MW y una demanda máxima de 3 100 MW, para un déficit de 855 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 925 MW en este horario. La disponibilidad del SEN a las 07:00 horas era de 1 900 MW y la demanda de 2 300 MW, con 440 MW afectados por déficit de capacidad. Se estima que la afectación se mantenga durante toda la jornada, con un máximo de 750 MW en el horario diurno. El día de ayer se afectó el servicio por déficit de capacidad de generación desde las 05:37 horas de la mañana, situación que se ha mantenido durante toda la madrugada de hoy. La máxima afectación en el horario de la noche fue de 1 108 MW, a las 18:30 horas, coincidiendo con el horario pico. Se encuentran fuera de servicio por averías la unidad 5 de la CTE Diez de Octubre y la unidad 2 de la CTE Felton; y en mantenimiento la unidad 5 de la CTE Mariel y la unidad 1 de la CTE Santa Cruz. Persisten las limitaciones en la generación térmica (383 MW). Mientras, en la generación distribuida están indisponibles por avería 832 MW y en mantenimiento 127 MW. Para el pico se estima la entrada de 11 MW en la generación distribuida en motores que se encuentran en mantenimiento y se autoriza su uso; la entrada de la unidad 8 de la CTE Mariel con 60 MW; el completamiento de la unidad 3 de la CTE Santa Cruz, con 50 MW; la entrada de la unidad 1 de la CHE Robustiano León, con 14 MW; la entrada de 6 motores en la Generación Móvil de Melones, con 90 MW; y la recuperación de 120 MW en centrales de generación distribuida.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",12,http://www.cubadebate.cu/noticias/2023/11/11/la-union-electrica-estima-una-afectacion-de-925-mw-para-el-horario-pico-nocturno/
